,layer,type,coords.x1,coords.x2,coords.x3
1973,D,Bone,7.0859999657,1.9270000458,-2.1489999294
1974,D,Bone,7.1659998894,1.8899999857,-2.1670000553
1975,D,Bone,7.0469999313,1.7940000296,-2.1809999943
1976,D,Bone,7.5830001831,1.67900002,-2.2249999046
1977,D,Bone,7.228000164,1.7690000534,-2.2179999352
1978,D,Lithic,7.4140000343,1.7269999981,-2.2130000591
1979,D,Bone,7.251999855,1.824000001,-2.2269999981
1980,D,Bone,7.2230000496,1.8819999695,-2.2190001011
1981,D,Bone,7.3540000916,1.7749999762,-2.2149999142
1982,D,Bone,7.3029999733,1.7170000076,-2.2409999371
1983,D,Bone,7.1279997826,1.8350000381,-2.2430000305
1984,D,Bone,7.1220002174,1.9179999828,-2.2039999962
1989,D,Bone,8.2840003967,1.8079999685,-2.2249999046
1990,D,Bone,8.3260002136,1.4850000143,-2.1619999409
1991,D,Bone,8.5640001297,1.44599998,-2.2160000801
1992,D,Bone,8.1789999008,1.2120000124,-2.260999918
1993,D,Bone,8.390999794,1.7389999628,-2.2119998932
1994,D,Bone,8.4110002518,1.7569999695,-2.2049999237
1995,D,Bone,8.361000061,1.7259999514,-2.1840000153
1996,D,Bone,8.2749996185,1.6660000086,-2.1630001068
1997,D,Bone,8.2620000839,1.6380000114,-2.1630001068
2008,D,Bone,3.2730000019,2.4519999027,-2.2929999828
2009,D,Bone,3.3880000114,2.7460000515,-2.3329999447
2010,D,Bone,3.8329999447,2.1740000248,-2.3010001183
2011,D,Tooth,3.2730000019,2.4879999161,-2.3519999981
2018,D,Bone,4.0650000572,2.2920000553,-2.256000042
2019,D,Bone,4.8280000687,2.507999897,-2.3090000153
2020,D,Bone,4.013999939,2.2960000038,-2.3350000381
2033,D,Bone,5.2069997787,2.132999897,-2.2929999828
2034,D,Tooth,5.2740001678,2.2599999905,-2.2620000839
2035,D,Bone,5.3319997787,2.2899999619,-2.2569999695
2036,D,Bone,5.2829999924,2.0339999199,-2.2820000648
2037,D,Bone,5.2459998131,2.0209999084,-2.3129999638
2038,D,Bone,5.2769999504,2.1870000362,-2.3239998817
2039,D,Bone,5.4340000153,2.3659999371,-2.3169999123
2040,D,Bone,5.6300001144,2.0399999619,-2.2939999104
2041,D,Bone,5.2100000381,2.3199999332,-2.3619999886
2042,D,Bone,5.25,2.3239998817,-2.3599998951
2043,D,Bone,5.2779998779,2.3280000687,-2.4279999733
2044,D,Bone,5.0920000076,2.4690001011,-2.375
2045,D,Bone,5.1890001297,2.5669999123,-2.3199999332
2046,D,Bone,5.2030000687,2.5429999828,-2.382999897
2047,D,Bone,5.2220001221,2.4590001106,-2.3959999084
2048,D,Bone,5.6649999619,2.367000103,-2.2950000763
2049,D,Bone,5.7350001335,2.3139998913,-2.2479999065
2050,D,Bone,5.631000042,2.3680000305,-2.2939999104
2062,D,Bone,6.9679999352,2.0710000992,-2.2739999294
2063,D,Bone,6.131000042,2.0850000381,-2.2660000324
2064,D,Bone,6.4089999199,1.8250000477,-2.3269999027
2065,D,Bone,6.6149997711,1.6599999666,-2.3069999218
2066,D,Bone,6.623000145,1.6859999895,-2.3069999218
2067,D,Bone,6.131000042,2.0850000381,-2.2660000324
2068,D,Bone,6.2230000496,2.0669999123,-2.2820000648
2069,D,Bone,6.2940001488,2.1400001049,-2.3129999638
2070,D,Bone,6.2680001259,2.1570000648,-2.3229999542
2071,D,Bone,6.5180001259,2.1919999123,-2.2920000553
2072,D,Bone,6.4720001221,2.010999918,-2.3090000153
2073,D,Bone,6.4899997711,2.1879999638,-2.3350000381
2074,D,Bone,6.1009998322,2.1429998875,-2.3310000896
2075,D,Tooth,6.5840001106,2.2850000858,-2.3169999123
2082,D,Bone,7.0560002327,2.3059999943,-2.256000042
2083,D,Bone,7.3930001259,2.1159999371,-2.2760000229
2084,D,Lithic,7.0549998283,2.2850000858,-2.2550001144
2085,D,Bone,7.2509999275,2.006000042,-2.2939999104
2086,D,Bone,7.0009999275,2.2750000954,-2.2860000134
2087,D,Bone,7.2849998474,2.1480000019,-2.3269999027
2088,D,Bone,7.0580000877,2.3110001087,-2.2850000858
2089,D,Bone,7.0089998245,2.3399999142,-2.3050000668
2090,D,Bone,7.2839999199,2.1370000839,-2.3680000305
2091,D,Bone,7.4060001373,2.0759999752,-2.3280000687
2092,D,Bone,7.4460000992,2.006000042,-2.3280000687
2107,D,Lithic,5.896999836,1.9409999847,-2.2479999065
2108,D,Bone,5.7449998856,1.9709999561,-2.3489999771
2109,D,Bone,5.8049998283,1.9069999456,-2.3090000153
2110,D,Bone,5.8070001602,1.9600000381,-2.3369998932
2111,D,Bone,5.6989998817,1.9550000429,-2.3499999046
2118,D,Bone,6.4349999428,1.8960000277,-2.2679998875
2119,D,Bone,6.4530000687,1.871999979,-2.2669999599
2120,D,Bone,6.4200000763,1.8350000381,-2.2690000534
2121,D,Bone,6.2049999237,1.9980000257,-2.263999939
2122,D,Bone,6.7509999275,1.5449999571,-2.2780001163
2123,D,Bone,6.748000145,1.5360000134,-2.2599999905
2124,D,Bone,6.5430002213,1.9049999714,-2.260999918
2125,D,Bone,6.4670000076,1.9049999714,-2.2809998989
2126,D,Bone,6.2699999809,1.6870000362,-2.3150000572
2127,D,Tooth,6.4089999199,1.8250000477,-2.3269999027
2128,D,Bone,6.6149997711,1.6599999666,-2.3069999218
2129,D,Bone,6.623000145,1.6859999895,-2.3069999218
2130,D,Bone,6.8420000076,1.4479999542,-2.2599999905
2131,D,Bone,6.7509999275,1.4859999418,-2.3069999218
2132,D,Bone,6.5640001297,1.4270000458,-2.3210000992
2133,D,Bone,6.8109998703,1.4609999657,-2.3369998932
2134,D,Bone,6.7839999199,1.5110000372,-2.3469998837
2135,D,Bone,6.888999939,1.7300000191,-2.2699999809
2136,D,Bone,6.9070000648,1.7359999418,-2.2790000439
2137,D,Tooth,7.0560002327,2.3059999943,-2.256000042
2140,D,Bone,7.0089998245,1.9670000076,-2.3450000286
2141,D,Bone,7.0739998817,1.8389999866,-2.3180000782
2142,D,Lithic,7.2170000076,1.44599998,-2.3120000362
2143,D,Bone,7.626999855,1.8300000429,-2.3229999542
2144,D,Bone,8.2250003815,1.3710000515,-2.3039999008
2145,D,Bone,8.8319997787,1.3669999838,-2.3389999866
2146,D,Bone,8.390999794,1.743999958,-2.2899999619
2147,D,Bone,8.2670001984,1.692999959,-2.4149999619
2148,D,Tooth,8.1040000916,1.0390000343,-2.510999918
2157,D,Bone,3.5390000343,2.2100000381,-2.385999918
2158,D,Tooth,3.2890000343,2.6089999676,-2.3900001049
2159,D,Bone,3.4660000801,2.3069999218,-2.4000000954
2160,D,Bone,3.8510000706,2.1889998913,-2.4000000954
2161,D,Bone,3.6070001125,2.1440000534,-2.4409999847
2162,D,Tooth,3.5639998913,2.2690000534,-2.4349999428
2163,D,Bone,3.9430000782,2.3510000706,-2.3880000114
2167,D,Bone,4.7259998322,2.4990000725,-2.4240000248
2168,D,Bone,4.4710001945,2.5720000267,-2.3970000744
2169,D,Bone,4.4699997902,2.5020000935,-2.4089999199
2170,D,Bone,4.5679998398,2.2430000305,-2.4260001183
2178,D,Bone,5.5619997978,2.0160000324,-2.4130001068
2179,D,Bone,5.4380002022,2.5309998989,-2.3910000324
2180,D,Bone,5.5,2.4760000706,-2.4389998913
2195,D,Bone,6.3410000801,2.1199998856,-2.3970000744
2196,D,Bone,6.9019999504,2.0150001049,-2.388999939
2197,D,Bone,6.7490000725,2.1919999123,-2.4040000439
2198,D,Bone,6.8210000992,2.1570000648,-2.4200000763
2199,D,Bone,6.9359998703,2.0130000114,-2.4279999733
2200,D,Bone,6.1209998131,2.1129999161,-2.4289999008
2201,D,Bone,6.9060001373,2.0169999599,-2.4519999027
2202,D,Bone,6.748000145,2.4360001087,-2.4360001087
2203,D,Bone,6.3720002174,2.1589999199,-2.3659999371
2204,D,Bone,6.5009999275,2.1930000782,-2.3589999676
2205,D,Bone,6.4970002174,2.128000021,-2.378000021
2206,D,Bone,6.521999836,2.1259999275,-2.3710000515
2207,D,Bone,6.5130000114,2.1589999199,-2.3940000534
2208,D,Lithic,6.1810002327,2.0610001087,-2.3629999161
2209,D,Bone,6.5310001373,2.1570000648,-2.4440000057
2210,D,Bone,6.1890001297,2.0750000477,-2.381000042
2211,D,Bone,6.4250001907,2.0599999428,-2.4100000858
2212,D,Bone,6.1479997635,2.1849999428,-2.3740000725
2213,D,Lithic,6.3480000496,2.117000103,-2.3949999809
2214,D,Bone,6.2179999352,2.0729999542,-2.3870000839
2223,D,Bone,7.0300002098,2.0529999733,-2.3680000305
2224,D,Bone,7.0170001984,2.1229999065,-2.4330000877
2225,D,Bone,7.4990000725,2.1150000095,-2.3959999084
2226,D,Bone,7.5,2.1210000515,-2.4419999123
2227,D,Bone,7.5320000648,2.1270000935,-2.4270000458
2229,D,Bone,3.7219998837,1.7899999619,-2.1419999599
2238,D,Tooth,5.6739997864,1.8769999743,-2.3910000324
2249,D,Bone,6.5679998398,1.3430000544,-2.4159998894
2250,D,Bone,6.1069998741,1.9739999771,-2.4340000153
2251,D,Bone,6.859000206,1.8899999857,-2.3959999084
2252,D,Tooth,6.1869997978,1.8539999723,-2.4330000877
2253,D,Lithic,6.3239998817,1.9650000334,-2.4270000458
2254,D,Lithic,6.3150000572,1.9099999666,-2.4200000763
2255,D,Tooth,6.2600002289,1.8250000477,-2.4340000153
2256,D,Lithic,6.4510002136,1.6419999599,-2.3599998951
2257,D,Lithic,6.4559998512,1.6549999714,-2.368999958
2258,D,Bone,6.6700000763,1.6239999533,-2.4040000439
2259,D,Bone,6.75,1.557000041,-2.3800001144
2260,D,Bone,6.7259998322,1.5349999666,-2.4059998989
2261,D,Bone,6.8779997826,1.675999999,-2.3959999084
2262,D,Bone,6.4039998055,1.621999979,-2.4170000553
2263,D,Bone,6.7789998055,1.4919999838,-2.3959999084
2264,D,Bone,6.4159998894,1.5700000525,-2.4389998913
2265,D,Bone,6.4180002213,1.6169999838,-2.4319999218
2266,D,Bone,6.7430000305,1.6390000582,-2.3559999466
2267,D,Bone,6.7979998589,1.6330000162,-2.3280000687
2268,D,Bone,7.0560002327,2.3059999943,-2.256000042
2269,D,Bone,6.5580000877,1.8839999437,-2.4249999523
2270,D,Bone,6.6599998474,1.6369999647,-2.4509999752
2271,D,Bone,6.7470002174,1.3899999857,-2.4309999943
2272,D,Bone,6.6739997864,1.3519999981,-2.4189999104
2278,D,Bone,7.0170001984,1.8639999628,-2.3800001144
2279,D,Bone,7.0029997826,1.9550000429,-2.375
2280,D,Bone,7.1259999275,1.9340000153,-2.3629999161
2281,D,Bone,7.2600002289,1.82099998,-2.367000103
2282,D,Lithic,7.1820001602,1.7380000353,-2.3959999084
2283,D,Tooth,7.4340000153,1.3949999809,-2.381000042
2284,D,Bone,7.4730000496,1.631000042,-2.4370000362
2285,D,Tooth,7.5279998779,1.9630000591,-2.4449999332
2295,D,Bone,8.6520004272,1.1920000315,-2.3800001144
2296,D,Bone,8.2589998245,1.5490000248,-2.3629999161
2297,D,Tooth,8.6129999161,1.1599999666,-2.4059998989
2298,D,Bone,8.5679998398,1.2109999657,-2.4100000858
2299,D,Bone,8.4949998856,1.2220000029,-2.4179999828
2300,D,Tooth,8.6840000153,1.175999999,-2.4070000648
2301,D,Tooth,8.6599998474,1.2699999809,-2.4219999313
2302,D,Lithic,8.6829996109,1.2860000134,-2.4200000763
2303,D,Bone,8.4149999619,1.30400002,-2.4379999638
2304,D,Lithic,8.8900003433,1.2189999819,-2.4470000267
2305,D,Lithic,8.6969995499,1.3320000172,-2.4530000687
2306,D,Bone,8.0530004501,1.4220000505,-2.3949999809
2312,D,Bone,3.6949999332,2.1449999809,-2.5120000839
2313,D,Bone,3.2820000648,2.4660000801,-2.4809999466
2314,D,Bone,3.510999918,2.3710000515,-2.5510001183
2315,D,Bone,4.8090000153,2.3880000114,-2.4470000267
2316,D,Tooth,4.4759998322,2.3800001144,-2.4660000801
2317,D,Bone,4.4019999504,2.3090000153,-2.4820001125
2318,D,Bone,4.4600000381,2.236000061,-2.4779999256
2319,D,Bone,4.4749999046,2.4800000191,-2.5
2320,D,Bone,4.3979997635,2.5829999447,-2.507999897
2321,D,Bone,4.7290000916,2.2990000248,-2.4900000095
2322,D,Bone,4.7430000305,2.4270000458,-2.5250000954
2332,D,Tooth,5.125,2.1989998817,-2.4800000191
2333,D,Bone,5.484000206,2.0569999218,-2.5179998875
2334,D,Bone,5.5640001297,2.1080000401,-2.5360000134
2335,D,Bone,5.4250001907,2.3039999008,-2.5420000553
2336,D,Lithic,5.1380000114,2.3220000267,-2.5460000038
2337,D,Bone,5.3860001564,2.6340000629,-2.4560000896
2338,D,Lithic,5.2829999924,2.5880000591,-2.4630000591
2348,D,Bone,6.4180002213,2.1489999294,-2.4809999466
2349,D,Bone,6.8130002022,2.138999939,-2.4790000916
2350,D,Bone,6.7509999275,2.1289999485,-2.5239999294
2351,D,Bone,6.6810002327,2.003000021,-2.5150001049
2353,D,Bone,7.4869999886,2.1040000916,-2.4509999752
2354,D,Tooth,7.5460000038,2.2130000591,-2.3519999981
2355,D,Bone,7.5430002213,2.1549999714,-2.4670000076
2360,D,Bone,3.6289999485,1.9049999714,-2.4539999962
2361,D,Bone,3.6770000458,1.9229999781,-2.4949998856
2362,D,Bone,3.628000021,1.94599998,-2.5150001049
2363,D,Bone,3.8010001183,1.9579999447,-2.5090000629
2384,D,Bone,6.6680002213,1.42900002,-2.4519999027
2385,D,Bone,6.5520000458,1.8289999962,-2.4560000896
2386,D,Bone,6.7470002174,1.6770000458,-2.4700000286
2387,D,Bone,6.6690001488,1.4739999771,-2.4700000286
2388,D,Tooth,6.2100000381,1.6160000563,-2.4609999657
2389,D,Bone,6.6459999084,1.5640000105,-2.5090000629
2390,D,Bone,6.4159998894,1.3109999895,-2.5320000648
2391,D,Bone,6.5700001717,1.2480000257,-2.5469999313
2392,D,Bone,6.8429999352,1.25,-2.5250000954
2393,D,Bone,6.4520001411,1.7519999743,-2.510999918
2394,D,Bone,6.4429998398,1.7259999514,-2.5450000763
2395,D,Bone,6.7589998245,1.4099999666,-2.5329999924
2396,D,Bone,6.8319997787,1.5609999895,-2.5290000439
2397,D,Bone,6.9409999847,1.9869999886,-2.4700000286
2398,D,Bone,6.6440000534,1.9479999542,-2.4649999142
2399,D,Bone,6.8520002365,1.8289999962,-2.4700000286
2400,D,Bone,6.2239999771,1.7690000534,-2.4879999161
2401,D,Bone,6.978000164,1.875,-2.5469999313
2410,D,Lithic,7.376999855,1.692999959,-2.4660000801
2411,D,Bone,7.506000042,1.69599998,-2.4560000896
2422,D,Tooth,8.0089998245,1.0549999475,-2.4809999466
2423,D,Bone,8.6040000916,1.1950000525,-2.4730000496
2424,D,Tooth,8.6940002441,1.2999999523,-2.4539999962
2425,D,Lithic,8.611000061,1.2230000496,-2.486000061
2426,D,Lithic,8.7749996185,1.2599999905,-2.4619998932
2427,D,Tooth,8.1829996109,1.2769999504,-2.510999918
2428,D,Bone,8.1639995575,1.3129999638,-2.4779999256
2429,D,Bone,8.8420000076,1.1849999428,-2.4849998951
2430,D,Lithic,8.2309999466,1.42900002,-2.4700000286
2431,D,Bone,8.3800001144,1.2660000324,-2.4670000076
2432,D,Bone,8.4110002518,1.2339999676,-2.5169999599
2433,D,Lithic,8.4890003204,1.121999979,-2.5090000629
2434,D,Lithic,8.3360004425,1.2790000439,-2.503000021
2435,D,Lithic,8.3690004349,1.3259999752,-2.5250000954
2436,D,Lithic,8.5710000992,1.1150000095,-2.5390000343
2437,D,Lithic,8.3699998856,1.3990000486,-2.5439999104
2438,D,Bone,8.3109998703,1.4579999447,-2.5439999104
2439,D,Bone,8.0909996033,1.2690000534,-2.5450000763
2440,D,Bone,8.1079998016,1.2430000305,-2.5539999008
2441,D,Bone,8.0979995728,1.1139999628,-2.5199999809
2443,D,Bone,8.1870002747,0.8769999743,-2.4560000896
2444,D,Lithic,8.4259996414,0.9950000048,-2.4930000305
2445,D,Lithic,8.3940000534,0.9720000029,-2.4930000305
2446,D,Bone,8.2170000076,0.9250000119,-2.5039999485
2447,D,Bone,8.1750001907,0.9629999995,-2.493999958
2448,D,Bone,8.2080001831,0.9769999981,-2.4949998856
2449,D,Bone,8.1890001297,0.8500000238,-2.5399999619
2450,D,Lithic,8.2720003128,0.8970000148,-2.5329999924
2466,D,Lithic,3.7290000916,2.114000082,-2.6349999905
2467,D,Bone,3.8090000153,2.0529999733,-2.6040000916
2468,D,Bone,3.7869999409,2.0650000572,-2.6010000706
2469,D,Bone,3.7430000305,2.1459999084,-2.6419999599
2470,D,Bone,3.6909999847,2.0309998989,-2.5929999352
2471,D,Bone,3.6480000019,2.006000042,-2.638999939
2472,D,Bone,3.7679998875,2.239000082,-2.6370000839
2473,D,Bone,3.2860000134,2.5150001049,-2.6500000954
2474,D,Tooth,3.2880001068,2.6289999485,-2.6470000744
2480,D,Bone,4.743999958,2.3550000191,-2.5950000286
2481,D,Bone,4.882999897,2.2569999695,-2.5820000172
2482,D,Bone,4.6199998856,2.3289999962,-2.5810000896
2483,D,Bone,4.4419999123,2.4760000706,-2.5899999142
2484,D,Bone,4.8880000114,2.2149999142,-2.5989999771
2485,D,Bone,4.3520002365,2.5390000343,-2.614000082
2486,D,Bone,4.3850002289,2.5469999313,-2.6240000725
2487,D,Bone,4.736000061,2.4879999161,-2.6270000935
2488,D,Bone,4.5890002251,2.4869999886,-2.6180000305
2489,D,Bone,4.5780000687,2.6059999466,-2.631000042
2490,D,Bone,4.5970001221,2.3099999428,-2.6080000401
2491,D,Bone,4.6479997635,2.2920000553,-2.621999979
2492,D,Bone,4.3309998512,2.1760001183,-2.5950000286
2493,D,Bone,4.7760000229,2.2850000858,-2.6510000229
2494,D,Bone,4.1700000763,2.3380000591,-2.5929999352
2495,D,Bone,4.228000164,2.3489999771,-2.6470000744
2496,D,Bone,4.3779997826,2.1809999943,-2.6159999371
2497,D,Bone,4.2960000038,2.1099998951,-2.6349999905
2509,D,Bone,5.3600001335,2.5750000477,-2.5850000381
2510,D,Bone,5.5549998283,2.1610000134,-2.5810000896
2511,D,Bone,5.2399997711,2.2490000725,-2.5969998837
2512,D,Bone,5.367000103,2.253000021,-2.5729999542
2513,D,Lithic,5.3340001106,2.0769999027,-2.5650000572
2514,D,Bone,5.3800001144,2.1370000839,-2.5720000267
2515,D,Bone,5.0359997749,2.5169999599,-2.5690000057
2516,D,Lithic,5.1370000839,2.3910000324,-2.631000042
2517,D,Bone,5.2800002098,2.3369998932,-2.6259999275
2518,D,Bone,5.1129999161,2.1649999619,-2.6240000725
2519,D,Bone,5.0370001793,2.3849999905,-2.6340000629
2527,D,Bone,3.8699998856,1.8999999762,-2.5490000248
2528,D,Bone,3.7969999313,1.8229999542,-2.5739998817
2529,D,Bone,3.9649999142,1.9049999714,-2.6400001049
2530,D,Bone,3.4869999886,1.8279999495,-2.6070001125
2531,D,Bone,3.9289999008,1.9040000439,-2.6380000114
2532,D,Bone,3.5729999542,1.875,-2.6519999504
2533,D,Bone,4.1779999733,1.9589999914,-2.6019999981
2534,D,Bone,4.2150001526,1.9769999981,-2.5950000286
2535,D,Bone,4.3140001297,1.8220000267,-2.5559999943
2536,D,Bone,4.3029999733,1.9440000057,-2.614000082
2537,D,Bone,4.2880001068,1.9850000143,-2.611000061
2538,D,Bone,4.2989997864,1.8960000277,-2.6240000725
2539,D,Bone,4.0510001183,1.9529999495,-2.6519999504
2540,D,Bone,5.5900001526,1.9400000572,-2.2650001049
2541,D,Lithic,5.6609997749,1.9739999771,-2.5940001011
2551,D,Bone,6.611000061,1.9190000296,-2.5729999542
2552,D,Bone,6.4330000877,1.7209999561,-2.625
2553,D,Bone,6.9679999352,1.8530000448,-2.638999939
2554,D,Bone,6.1380000114,1.7339999676,-2.6440000534
2560,D,Bone,7.0190000534,1.7699999809,-2.5559999943
2571,D,Bone,8.0869998932,1.2769999504,-2.5929999352
2572,D,Lithic,8.3310003281,1.2489999533,-2.5889999866
2573,D,Bone,8.6800003052,1.1770000458,-2.6150000095
2574,D,Lithic,8.6470003128,1.2569999695,-2.5859999657
2575,D,Bone,8.4379997253,1.2869999409,-2.6549999714
2576,D,Tooth,8.0850000381,1.1030000448,-2.6340000629
2577,D,Bone,8.0670003891,1.125,-2.6370000839
2578,D,Lithic,8.2270002365,1.0390000343,-2.611000061
2579,D,Bone,8.125,1.0310000181,-2.6480000019
2580,D,Lithic,8.1899995804,1.3350000381,-2.5680000782
2581,D,Bone,8.4079999924,1.32099998,-2.6410000324
2582,D,Tooth,8.6610002518,1.3020000458,-2.6470000744
2583,D,Bone,8.9029998779,1.2910000086,-2.6270000935
2584,D,Lithic,8.8470001221,1.1490000486,-2.625
2585,D,Bone,8.4849996567,1.3969999552,-2.6199998856
2586,D,Lithic,8.1829996109,1.375,-2.6150000095
2587,D,Bone,8.0550003052,1.2879999876,-2.6089999676
2588,D,Tooth,8.0690002441,1.192999959,-2.5989999771
2589,D,Bone,8.0220003128,1.2920000553,-2.6159999371
2590,D,Bone,8.0340003967,1.3400000334,-2.6300001144
2591,D,Bone,8.0450000763,1.3650000095,-2.635999918
2592,D,Bone,8.8789997101,1.2029999495,-2.5539999008
2593,D,Bone,8.904999733,1.2039999962,-2.5720000267
2594,D,Bone,8.670999527,1.1200000048,-2.5780000687
2595,D,Bone,8.3330001831,1.3270000219,-2.5869998932
2596,D,Lithic,8.0419998169,1.317999959,-2.5969998837
2597,D,Bone,8.0100002289,1.2610000372,-2.5750000477
2598,D,Lithic,8.9029998779,1.128000021,-2.6180000305
2605,D,Bone,8.2329998016,0.8799999952,-2.5599999428
2606,D,Bone,8.2080001831,0.9190000296,-2.5739998817
2607,D,Lithic,8.0039997101,0.8999999762,-2.5480000973
2608,D,Bone,8.2119998932,0.8730000257,-2.5859999657
2609,D,Lithic,8.2930002213,0.9430000186,-2.5859999657
2610,D,Lithic,8.0670003891,0.8259999752,-2.6429998875
2625,D,Bone,3.9089999199,2.0280001163,-2.6670000553
2626,D,Bone,3.7490000725,2.996999979,-1.6879999638
2627,D,Bone,3.7200000286,2.9909999371,-1.6640000343
2628,D,Bone,3.7130000591,2.1600000858,-2.6930000782
2629,D,Bone,3.5420000553,2.2980000973,-2.6979999542
2630,D,Lithic,3.7739999294,2.003000021,-2.7339999676
2631,D,Bone,3.9930000305,2.4500000477,-2.6879999638
2632,D,Bone,3.9149999619,2.2709999084,-2.7009999752
2633,D,Bone,3.4820001125,2.3289999962,-2.6840000153
2652,D,Bone,4.2870001793,2.3910000324,-2.6540000439
2653,D,Tooth,4.3649997711,2.5160000324,-2.6649999619
2654,D,Bone,4.4600000381,2.4400000572,-2.6630001068
2655,D,Bone,4.478000164,2.4149999619,-2.6649999619
2656,D,Bone,4.3210000992,2.6059999466,-2.6579999924
2657,D,Bone,4.757999897,2.3800001144,-2.6870000362
2658,D,Lithic,4.8319997787,2.4570000172,-2.6760001183
2659,D,Bone,4.7839999199,2.3870000839,-2.6779999733
2660,D,Bone,4.7329998016,2.3199999332,-2.6819999218
2661,D,Bone,4.7540001869,2.2899999619,-2.6960000992
2662,D,Bone,4.7750000954,2.3139998913,-2.6640000343
2663,D,Bone,4.4140000343,2.4449999332,-2.7000000477
2664,D,Bone,4.5279998779,2.5650000572,-2.6770000458
2665,D,Tooth,4.5580000877,2.6029999256,-2.6600000858
2666,D,Bone,4.3420000076,2.3900001049,-2.7119998932
2667,D,Bone,4.2979998589,2.3559999466,-2.7009999752
2668,D,Bone,4.25,2.5179998875,-2.6889998913
2669,D,Bone,4.1750001907,2.489000082,-2.7049999237
2670,D,Bone,4.8860001564,2.4670000076,-2.7249999046
2671,D,Bone,4.9959998131,2.3190000057,-2.7009999752
2679,D,Bone,5.1799998283,2.2400000095,-2.6679999828
2680,D,Bone,5.515999794,2.1670000553,-2.7309999466
2681,D,Bone,5.0999999046,2.1900000572,-2.6840000153
2682,D,Bone,5.015999794,2.257999897,-2.6889998913
2683,D,Bone,5.0310001373,2.243999958,-2.6960000992
2695,D,Bone,6.7569999695,1.9140000343,-2.6610000134
2696,D,Bone,6.617000103,1.6619999409,-2.0989999771
2697,D,Bone,6.3740000725,1.9160000086,-2.6610000134
2698,D,Lithic,6.234000206,1.5959999561,-2.7309999466
2699,D,Bone,6.3299999237,1.6169999838,-2.742000103
2700,D,Bone,6.0149998665,1.8739999533,-2.6849999428
2701,D,Bone,6.1999998093,1.8639999628,-2.7349998951
2702,D,Bone,6.2080001831,1.8099999428,-2.736000061
2703,D,Bone,6.0770001411,1.8190000057,-2.736000061
2704,D,Bone,6.3390002251,1.82099998,-2.742000103
2705,D,Bone,6.3239998817,1.8880000114,-2.7149999142
2710,D,Bone,7.4930000305,1.875,-2.6559998989
2711,D,Bone,7.2309999466,1.8890000582,-2.6679999828
2725,D,Bone,8.265999794,1.1729999781,-2.6530001163
2726,D,Tooth,8.3459997177,1.4340000153,-2.6630001068
2727,D,Bone,8.5170001984,1.3819999695,-2.7030000687
2728,D,Bone,8.4919996262,1.3930000067,-2.6989998817
2729,D,Lithic,8.5349998474,1.3329999447,-2.6919999123
2730,D,Bone,8.0389995575,1.2970000505,-2.7000000477
2731,D,Bone,8.9219999313,1.4010000229,-2.6600000858
2732,D,Bone,8.9079999924,1.4210000038,-2.6749999523
2733,D,Bone,8.8990001678,1.3489999771,-2.6710000038
2734,D,Bone,8.8179998398,1.3839999437,-2.6830000877
2735,D,Lithic,8.7849998474,1.300999999,-2.6830000877
2736,D,Bone,8.6099996567,1.2660000324,-2.6970000267
2737,D,Bone,8.2980003357,1.3309999704,-2.7309999466
2738,D,Bone,8.3009996414,1.2719999552,-2.7400000095
2739,D,Tooth,8.1899995804,1.2660000324,-2.7309999466
2740,D,Lithic,8.4549999237,1.3639999628,-2.7279999256
2741,D,Lithic,8.329000473,1.2489999533,-2.7079999447
2742,D,Bone,8.3990001678,1.1440000534,-2.7200000286
2743,D,Tooth,8.4079999924,1.1549999714,-2.7090001106
2744,D,Bone,8.4899997711,1.1369999647,-2.743999958
2745,D,Bone,8.5509996414,1.2619999647,-2.75
2746,D,Bone,8.4949998856,1.1569999456,-2.7239999771
2747,D,Bone,8.8100004196,1.2180000544,-2.7139999866
2748,D,Bone,8.0769996643,1.1019999981,-2.7320001125
2756,D,Bone,8.1529998779,0.8759999871,-2.6779999733
2757,D,Tooth,8.6590003967,0.9559999704,-2.7200000286
2758,D,Bone,8.7919998169,0.9919999838,-2.7100000381
2759,D,Tooth,8.0719995499,0.7879999876,-2.7320001125
2760,D,Bone,8.4879999161,0.6399999857,-2.7479999065
2769,D,Bone,3.9000000954,2.1589999199,-2.760999918
2770,D,Bone,3.7269999981,2.4609999657,-2.7929999828
2771,D,Bone,3.7890000343,2.4549999237,-2.7860000134
2772,D,Bone,3.8849999905,2.5490000248,-2.8150000572
2773,D,Bone,3.9289999008,2.5550000668,-2.7950000763
2774,D,Bone,3.5940001011,2.4509999752,-2.8259999752
2784,D,Bone,4.2810001373,2.1370000839,-2.7730000019
2785,D,Bone,4.2369999886,2.0490000248,-2.7939999104
2786,D,Bone,4.3130002022,2.0179998875,-2.7880001068
2787,D,Bone,4.8790001869,2.2569999695,-2.7620000839
2788,D,Bone,4.2350001335,2.2669999599,-2.7780001163
2789,D,Tooth,4.117000103,2.1240000725,-2.8220000267
2790,D,Bone,4.2059998512,2.1419999599,-2.8220000267
2791,D,Bone,4.1079998016,2.0610001087,-2.8299999237
2798,D,Bone,5.0949997902,2.2550001144,-2.7569999695
2799,D,Bone,5.4050002098,2.2030000687,-2.8220000267
2800,D,Bone,5.4079999924,2.2119998932,-2.75
2814,D,Bone,6.1199998856,1.5930000544,-2.760999918
2815,D,Bone,6.0399999619,1.631000042,-2.7720000744
